step	2.5%	97.5%
0	0.03089	0.348734
1	0.7359	6.83688
2	0.03141	0.486141
3	0.653	3.55419
4	0.03289	0.16482
5	0.01585	0.132567
6	0.009783	0.111986
7	0.006257	0.0957816
8	0.004544	0.0831719
9	0.00639	0.075537
10	0.009612	0.0709143
11	0.01314	0.0677397
12	0.01419	0.0705844
13	0.01423	0.108598
14	0.1975	2.6065
15	1.508	4.24981
16	0.805	1.68189
17	0.0257	0.863504
18	0.01424	0.677475
19	0.008772	0.583259
20	0.006036	0.507178
21	0.009138	0.447035
22	0.01054	0.393709
23	0.04308	1.91718
24	1.459	6.95934
25	1.801	10.2964
26	0.05927	0.813408
27	0.6732	2.06404
28	0.2994	0.605071
29	0.02387	0.262004
30	0.0139	0.222948
31	0.00876	0.192199
32	0.0064	0.167838
33	0.004878	0.147149
34	0.006332	0.131649
35	0.01554	0.127266
36	0.01112	0.508927
37	0.01307	1.18357
38	0.03963	2.00568
39	0.0355	0.559247
40	0.04535	0.812424
41	0.03531	0.286464
42	0.01785	0.0848006
43	0.01085	0.0692059
44	0.007492	0.0585944
45	0.006139	0.0511528
46	0.05647	2.43821
47	0.3673	1.19897
48	2.305	4.10245
49	1.893	3.51736
50	1.742	2.95506
51	0.3164	2.1014
52	0.1188	1.64565
53	0.01745	1.31165
54	0.01048	1.13815
55	0.007072	0.989736
56	0.005369	0.863451
57	0.00787	0.760088
58	0.05006	2.43616
59	0.08945	0.626329
60	0.08726	0.559617
61	0.02049	0.480888
62	0.01504	0.42217
63	0.02265	0.818196
64	0.02793	0.347144
65	0.01648	0.29732
66	0.01068	0.25801
67	0.006688	0.224168
68	0.00587	0.1976
69	0.006657	0.175736
70	0.004675	0.153775
71	0.003589	0.135107
72	0.009426	0.125751
73	0.007073	0.1102
74	0.03011	0.17874
75	0.04097	0.422274
76	0.03403	0.218149
77	0.01946	0.0850385
78	0.01055	0.068152
79	0.006338	0.0574163
80	0.005253	0.0507758
81	0.008529	0.0491533
82	0.01232	0.0486112
83	0.01127	0.0437383
84	0.008613	0.0376507
85	0.09588	3.39545
86	0.0189	0.113222
87	0.01347	0.0437804
88	0.01963	0.430652
89	0.02509	0.0576773
90	0.02881	0.478078
91	0.01531	0.0546916
92	0.008866	0.0426872
93	0.005744	0.0377859
94	0.02717	0.0577593
95	0.02057	0.0497959
96	0.01167	0.0426658
97	0.04178	5.91759
98	0.7352	4.76218
99	0.4824	1.12046
100	0.06944	0.370365
101	0.02056	0.310136
102	0.01376	0.266603
103	0.01205	0.232892
104	0.007612	0.201229
105	0.006636	0.176587
106	0.008592	0.157946
107	0.007183	0.138536
108	0.01922	0.134605
109	0.01685	0.11943
110	0.01124	0.102593
111	0.0138	0.0946823
112	0.01194	0.0835107
113	0.007536	0.0708973
114	0.005533	0.0616308
115	0.005465	0.0550346
116	0.003931	0.0478165
117	0.003449	0.0423088
118	0.01424	0.0486514
119	0.0103	0.040778
120	0.01239	0.0393237
121	0.007731	0.300736
122	0.1448	4.51484
123	0.0376	0.0681161
124	0.02708	0.0522981
125	0.01733	0.038989
126	0.009539	0.028434
127	0.005689	0.0222718
128	0.003975	0.0186111
129	0.006503	0.0194568
130	0.01537	0.0268375
131	0.02169	0.222746
132	0.02657	0.0360668
133	0.01449	0.0228602
134	0.01371	0.021118
135	0.01566	0.0223407
136	0.01675	0.0227731
137	0.009353	0.0147854
138	0.005488	0.0103904
139	0.003618	0.00803502
140	0.003131	0.00711733
141	4.354	24.2191
142	38.24	200.754
143	59.76	279.762
144	36.32	110.48
145	11.8	16.9765
146	0.2002	3.06684
147	0.0238	1.28985
148	0.01824	0.41403
149	0.01482	1.02998
150	0.01578	3.55003
151	0.06654	6.98172
152	4.16	16.9626
153	1.435	7.34143
154	64.91	204.664
155	36.4	207.931
156	58.34	144.675
157	33.31	53.0096
158	9.258	18.0428
159	0.03256	5.99183
160	0.02447	4.49209
161	0.01951	5.16423
162	0.02165	7.60044
163	14.82	72.1121
164	8.114	38.1704
165	37.58	130.549
166	119.1	387.978
167	125	359.67
168	89.81	151.07
169	59.09	86.6918
170	0.04092	50.0299
171	0.02873	24.4976
172	0.0215	19.9376
173	0.01741	18.2179
174	0.01437	17.9773
175	19.89	40.0294
176	27.98	39.1801
177	28.16	100.456
178	55.91	181.471
179	40.84	123.69
180	35.62	68.2603
181	41.97	70.4856
182	2.105	22.9407
183	0.03455	14.4031
184	0.02523	11.8562
185	0.01994	11.1384
186	0.017	12.424
187	8.444	65.7459
188	31	86.2873
189	95.61	238.719
190	107.7	196.285
191	107.6	165.088
192	130.7	224.048
193	109.4	161.117
194	3.668	66.0833
195	0.02769	47.325
196	0.0218	40.2705
197	0.018	37.7622
198	1.065	35.8294
199	86.31	309.075
200	67.4	104.421
201	64.34	115.304
202	60.46	88.414
203	8.507	33.812
204	62.37	164.929
205	132.9	199.877
206	78.46	118.863
207	0.02359	61.1226
208	0.01734	47.6878
209	0.3063	43.8032
210	3.983	41.243
211	8.262	37.9283
212	11.5	34.6448
213	14.38	30.9129
214	15.76	86.5689
215	32.58	59.2842
216	132.5	316.747
217	22.1	52.117
218	0.0333	32.4132
219	0.02235	25.8529
220	0.01641	21.5016
221	0.01406	20.1105
222	1.264	20.3473
223	4.514	19.4466
224	5.385	17.8641
225	3.928	15.9856
226	6.219	103.703
227	0.03689	22.3923
228	0.5056	57.2591
229	0.029	8.01939
230	0.03567	0.365959
231	0.04216	6.04149
232	0.02629	0.0726716
233	0.01833	0.0571926
234	0.01391	1.01322
235	0.04001	8.80214
236	0.03385	6.97256
237	0.256	20.7511
238	92.69	458.013
239	203.6	490.949
240	27.59	64.4271
241	14.97	40.2956
242	0.0968	13.385
243	0.02813	9.01649
244	0.02524	7.29172
245	0.01899	7.63798
246	0.0167	8.71037
247	0.01812	9.40417
248	0.01579	9.10815
249	2.251	36.2319
250	0.4199	10.783
251	1.163	13.0765
252	1.183	14.4721
253	0.02064	0.0696316
254	0.01519	0.0585702
255	0.01225	0.050674
256	0.01157	0.0455307
257	0.009234	0.0393127
258	0.008071	0.0374283
259	0.021	9.49751
260	1.046	38.7289
261	1.643	29.0537
262	35.27	200.939
263	32.09	203.021
264	20.04	39.6483
265	0.04384	5.49348
266	0.03015	0.102553
267	0.02049	0.0374823
268	0.01505	0.0299443
269	0.01203	0.0251752
270	0.01412	0.439391
271	0.02497	1.92573
272	0.8189	20.0218
273	1.812	14.892
274	8.379	153.383
275	0.02455	0.529306
276	0.02642	2.47552
277	0.02749	0.0339703
278	0.01862	0.0244721
279	0.01341	0.0186978
280	0.01039	0.0151536
281	0.008997	0.0133073
282	0.2623	7.23149
283	4.411	17.0858
284	1.491	7.17561
285	65.28	204.303
286	36.11	193.606
287	53.8	116.921
288	31.3	46.1304
289	10.12	16.9102
290	0.005011	6.02323
291	0.004601	4.63724
292	0.004223	5.07945
293	0.004026	6.87569
294	15.27	72.2139
295	8.057	25.6367
296	30.02	78.6187
297	111.1	311.528
298	122	357.513
299	88.43	140.054
300	58.01	86.6449
301	0.1129	51.36
302	0.004439	25.9248
303	0.00409	20.9625
304	0.003779	18.9752
305	0.003483	18.4397
306	20.22	40.347
307	28.14	38.8725
308	28.26	96.8162
309	56.13	174.949
310	41.24	113.246
311	36.17	66.9713
312	43.04	68.1586
313	1.687	24.2236
314	0.004605	15.7342
315	0.004255	13.0914
316	0.003937	12.1415
317	0.02132	13.0048
318	8.456	50.6097
319	29.59	79.1677
320	84.13	213.848
321	98.95	172.657
322	100	145.852
323	124.1	217.505
324	109.9	156.565
325	4.085	66.3284
326	0.006195	45.3721
327	0.005677	38.7336
328	0.00521	36.0514
329	1.392	33.7968
330	86.46	294.211
331	67.19	102.685
332	64.42	113.819
333	60.76	87.8055
334	8.901	33.3386
335	62.92	162.729
336	134	200.692
337	79.74	120.263
338	0.05647	62.5784
339	0.004322	48.8488
340	0.6387	44.558
341	4.611	41.5615
342	8.611	37.9956
343	11.64	34.462
344	14.44	30.6715
345	16	86.9728
346	33	59.4131
347	133	316.007
348	22.66	53.2399
349	0.125	33.7557
350	0.04325	27.2379
351	0.003687	22.8149
352	0.02104	21.1103
353	1.673	20.8805
354	4.81	19.711
355	5.566	18.0128
356	4.102	16.1327
357	5.289	60.0714
358	0.04337	22.5843
359	0.6678	57.8948
360	0.003735	7.04809
361	0.003837	1.08973
362	0.004499	2.06465
363	0.003718	0.147326
364	0.003433	0.38857
365	0.003171	1.6407
366	0.004305	8.97079
367	0.004264	7.038
368	0.3145	20.6986
369	92.36	418.98
370	201.1	457.944
371	23.56	63.702
372	15.09	41.2057
373	0.1289	14.6858
374	0.004092	10.063
375	0.003911	8.2623
376	0.003613	8.33013
377	0.003379	9.05772
378	0.003253	9.4675
379	0.006587	8.97124
380	2.407	36.2217
381	0.4618	11.0464
382	1.329	13.2924
383	1.45	14.748
384	0.003218	0.190655
385	0.002999	0.12462
386	0.002786	0.111021
387	0.002631	0.0988299
388	0.002439	0.0882205
389	0.002265	0.146249
390	0.002951	9.73959
391	1.141	38.8429
392	1.781	29.3357
393	35.55	198.618
394	32.05	171.852
395	20.85	40.2182
396	0.08664	6.47687
397	0.003477	0.454188
398	0.003202	0.0496127
399	0.002938	0.0478202
400	0.002701	0.0459582
401	0.002615	0.879615
402	0.01182	2.18646
