4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
0.1332	0.3703	0.1218	0.103	0.002232	0.1111	1.291	0.1668	0.1989	0.4734	0.4743	0.6211	0.5739	1.75	0.4786	0.05835	0.002342	0.2408	0.1094	0.1677	0.2208	0.000402	0.002746	0.01437	0.1894	0.5523	0.1469	0.1469	0.002314	0.1566	1.897	0.181	0.291	0.6829	0.6776	0.8835	0.826	2.489	0.6803	0.0823	0.002451	0.3443	0.1552	0.2469	0.3099
0.1294	0.3625	0.1206	0.1013	0.002375	0.1096	1.283	0.1668	0.201	0.4753	0.4768	0.6211	0.5718	1.744	0.4811	0.05725	0.002491	0.2349	0.1072	0.1647	0.2201	0.00043	0.002842	0.01342	0.1839	0.5407	0.1454	0.1442	0.002462	0.1542	1.885	0.1811	0.2942	0.6857	0.6799	0.8826	0.8218	2.481	0.6825	0.08029	0.002607	0.3358	0.1519	0.2424	0.309
0.1367	0.3772	0.1232	0.1051	0.002231	0.1136	1.299	0.1672	0.1968	0.4727	0.4717	0.62	0.5728	1.756	0.4762	0.05999	0.002337	0.2462	0.1116	0.1705	0.222	0.000408	0.002888	0.01551	0.1946	0.5624	0.1485	0.1498	0.002313	0.1602	1.908	0.1814	0.2879	0.6818	0.6743	0.8819	0.8233	2.495	0.679	0.08479	0.002445	0.352	0.1583	0.251	0.3116
0.1363	0.376	0.1233	0.1053	0.00237	0.1144	1.297	0.1675	0.1968	0.4729	0.4719	0.6204	0.573	1.757	0.4758	0.05986	0.002478	0.2453	0.1114	0.1699	0.2222	0.000437	0.003042	0.01552	0.1939	0.5606	0.1486	0.1499	0.002457	0.1611	1.906	0.1817	0.288	0.6821	0.6748	0.8825	0.8241	2.496	0.6783	0.08449	0.002592	0.3506	0.1578	0.2501	0.3119
0.1351	0.3736	0.1228	0.1046	0.002373	0.1136	1.295	0.1674	0.1976	0.4731	0.4727	0.6211	0.5734	1.755	0.4767	0.05929	0.002484	0.2436	0.1107	0.169	0.2219	0.00044	0.003018	0.01514	0.1921	0.557	0.148	0.1489	0.00246	0.16	1.902	0.1816	0.2891	0.6824	0.6759	0.8835	0.8255	2.496	0.6769	0.08362	0.002598	0.3479	0.1567	0.2487	0.3114
0.146	0.3943	0.1269	0.1107	0.002363	0.1213	1.323	0.1695	0.1945	0.4712	0.4666	0.6214	0.5745	1.768	0.4759	0.06456	0.002461	0.2593	0.1169	0.177	0.2252	0.000446	0.003663	0.01883	0.2078	0.5874	0.1528	0.1577	0.002451	0.1709	1.939	0.1833	0.2827	0.6793	0.6665	0.8827	0.8253	2.509	0.6809	0.09114	0.002573	0.3706	0.1657	0.2606	0.3158
0.1554	0.4116	0.1302	0.1158	0.002352	0.1283	1.352	0.1723	0.1955	0.4706	0.4625	0.6233	0.5826	1.783	0.4726	0.06902	0.002438	0.2727	0.1221	0.184	0.2279	0.000443	0.004801	0.02236	0.2213	0.6129	0.1567	0.165	0.002438	0.1811	1.982	0.1864	0.284	0.6784	0.6612	0.8853	0.8396	2.536	0.671	0.09762	0.002547	0.3896	0.1731	0.2708	0.3195
0.1516	0.4048	0.1288	0.1138	0.002354	0.1255	1.341	0.1712	0.1951	0.471	0.4646	0.6223	0.5753	1.775	0.4758	0.06721	0.002444	0.2671	0.12	0.181	0.2266	0.000439	0.004257	0.0209	0.2159	0.6029	0.1552	0.1621	0.002441	0.177	1.965	0.1851	0.2835	0.679	0.6641	0.884	0.8295	2.525	0.6755	0.09504	0.002553	0.3817	0.1701	0.2665	0.3178
0.1503	0.4025	0.1284	0.1131	0.002353	0.1245	1.337	0.1708	0.195	0.471	0.4655	0.623	0.5736	1.773	0.4764	0.06659	0.002444	0.2653	0.1193	0.1801	0.2262	0.000434	0.004072	0.02039	0.2141	0.5994	0.1546	0.1611	0.00244	0.1755	1.959	0.1846	0.2833	0.679	0.6651	0.885	0.826	2.522	0.6769	0.09414	0.002554	0.3792	0.1691	0.2652	0.3173
0.161	0.422	0.1321	0.1188	0.002341	0.1325	1.369	0.1739	0.1962	0.4701	0.4598	0.6255	0.5874	1.794	0.4684	0.07176	0.002419	0.2803	0.1251	0.1879	0.2293	0.000433	0.005716	0.02459	0.2295	0.628	0.159	0.1692	0.002427	0.1872	2.007	0.1881	0.285	0.6778	0.6574	0.8885	0.8453	2.551	0.6651	0.1016	0.002526	0.4006	0.1774	0.2767	0.3214
0.1622	0.4241	0.1325	0.1194	0.002339	0.1334	1.373	0.1742	0.1964	0.47	0.4591	0.6258	0.5879	1.796	0.4677	0.07232	0.002416	0.2819	0.1257	0.1887	0.2296	0.000432	0.005927	0.02507	0.2312	0.6311	0.1595	0.1701	0.002425	0.1884	2.012	0.1885	0.2852	0.6776	0.6565	0.8887	0.845	2.554	0.6654	0.1024	0.002522	0.4028	0.1782	0.2778	0.3218
0.1561	0.4131	0.1304	0.1162	0.002343	0.1288	1.355	0.1724	0.1956	0.4704	0.4622	0.6248	0.5843	1.785	0.4724	0.06938	0.002426	0.2737	0.1225	0.1845	0.228	0.000427	0.004858	0.02261	0.2225	0.6151	0.157	0.1655	0.00243	0.1818	1.985	0.1865	0.2841	0.6781	0.6607	0.8874	0.8415	2.538	0.6707	0.09816	0.002534	0.3911	0.1737	0.2717	0.3197
0.1623	0.4243	0.1325	0.1194	0.002335	0.1334	1.373	0.1742	0.1964	0.4696	0.4584	0.6269	0.586	1.797	0.4671	0.07239	0.002411	0.2821	0.1257	0.1888	0.2296	0.000424	0.005921	0.0251	0.2314	0.6315	0.1595	0.1702	0.002421	0.1885	2.012	0.1884	0.2852	0.677	0.6555	0.8903	0.8438	2.555	0.6647	0.1025	0.002517	0.4031	0.1784	0.278	0.3219
0.1668	0.4325	0.1341	0.1218	0.002331	0.1368	1.386	0.1755	0.1971	0.469	0.4555	0.6281	0.5937	1.8	0.4705	0.07458	0.002402	0.2882	0.1281	0.192	0.2308	0.000425	0.006832	0.02698	0.238	0.6434	0.1613	0.1736	0.002417	0.1935	2.031	0.1899	0.2861	0.6761	0.6513	0.892	0.8561	2.55	0.6774	0.1056	0.002507	0.4118	0.1817	0.2827	0.3235
0.1668	0.4324	0.1341	0.1218	0.002332	0.1368	1.386	0.1755	0.1971	0.4689	0.4551	0.6279	0.5936	1.8	0.4703	0.07456	0.002403	0.2881	0.1281	0.192	0.2308	0.000427	0.006833	0.02698	0.2379	0.6433	0.1613	0.1736	0.002418	0.1935	2.031	0.1899	0.2861	0.676	0.6508	0.8917	0.8559	2.55	0.6771	0.1056	0.002509	0.4118	0.1817	0.2826	0.3235
0.161	0.4219	0.1321	0.1188	0.00234	0.1324	1.369	0.1739	0.1962	0.4692	0.4577	0.6264	0.5873	1.794	0.4682	0.07174	0.002419	0.2803	0.1251	0.1879	0.2293	0.000431	0.005698	0.02457	0.2295	0.6279	0.159	0.1692	0.002426	0.1871	2.006	0.1881	0.285	0.6764	0.6545	0.8898	0.8449	2.551	0.6647	0.1015	0.002526	0.4006	0.1774	0.2767	0.3214
0.1533	0.4079	0.1294	0.1147	0.00235	0.1267	1.346	0.1716	0.1953	0.4697	0.4617	0.6253	0.579	1.78	0.4736	0.06802	0.00244	0.2698	0.121	0.1825	0.2273	0.000436	0.004468	0.02153	0.2184	0.6074	0.1558	0.1634	0.002437	0.1788	1.972	0.1856	0.2836	0.6771	0.6599	0.8882	0.8347	2.531	0.6724	0.09621	0.002549	0.3852	0.1714	0.2684	0.3185
0.163	0.4258	0.1325	0.1194	0.002204	0.1328	1.375	0.1741	0.1966	0.4686	0.4556	0.6264	0.5863	1.796	0.4669	0.07267	0.002281	0.2833	0.1261	0.1896	0.2295	0.000408	0.005988	0.02531	0.2325	0.6337	0.1596	0.1702	0.002285	0.1878	2.015	0.1884	0.2855	0.6756	0.6514	0.8895	0.8456	2.554	0.6644	0.103	0.002383	0.4051	0.179	0.2792	0.3218
0.1653	0.4299	0.1333	0.1206	0.002204	0.1346	1.382	0.1748	0.197	0.4684	0.4545	0.6272	0.5907	1.801	0.4664	0.07379	0.002279	0.2865	0.1273	0.1912	0.2302	0.000412	0.006463	0.02628	0.2358	0.6398	0.1605	0.172	0.002285	0.1904	2.025	0.1891	0.286	0.6754	0.6499	0.8907	0.8518	2.553	0.6704	0.1046	0.00238	0.4095	0.1807	0.2815	0.3227
0.1597	0.4198	0.1314	0.1176	0.002211	0.1304	1.365	0.1732	0.1962	0.4684	0.4567	0.6274	0.5863	1.79	0.4697	0.07106	0.002292	0.2789	0.1244	0.1873	0.2287	0.000414	0.00539	0.02396	0.2277	0.6248	0.1582	0.1677	0.002292	0.1843	2.001	0.1874	0.285	0.6753	0.6529	0.891	0.8441	2.546	0.6668	0.1007	0.002395	0.3987	0.1765	0.2758	0.3207
0.1716	0.4414	0.1356	0.1239	0.002198	0.1393	1.4	0.1766	0.1979	0.4676	0.4505	0.6273	0.6026	1.8	0.4751	0.07682	0.002267	0.2948	0.1305	0.1955	0.2318	0.000414	0.007837	0.02896	0.2449	0.6564	0.1632	0.1767	0.002279	0.1973	2.051	0.1911	0.2873	0.6741	0.6444	0.8894	0.8692	2.559	0.6755	0.1089	0.002367	0.4214	0.1852	0.2879	0.3249
0.1774	0.4519	0.1378	0.127	0.002194	0.1438	1.416	0.1782	0.1988	0.4671	0.4474	0.602	0.6178	1.81	0.473	0.07957	0.002257	0.3023	0.1333	0.1994	0.2332	0.000416	0.00924	0.03149	0.2533	0.6719	0.1658	0.1811	0.002274	0.2037	2.074	0.1929	0.2885	0.6734	0.6391	0.8527	0.8897	2.574	0.6724	0.1127	0.002356	0.4321	0.1893	0.2936	0.3268
0.1792	0.4551	0.1385	0.128	0.002192	0.1451	1.421	0.1787	0.1991	0.4675	0.4478	0.5995	0.6216	1.813	0.4722	0.08037	0.002253	0.3046	0.1342	0.2006	0.2337	0.000416	0.009696	0.03229	0.2559	0.6767	0.1666	0.1824	0.002272	0.2057	2.081	0.1934	0.2889	0.6739	0.6391	0.851	0.8947	2.579	0.6712	0.1138	0.002351	0.4353	0.1905	0.2953	0.3274
0.1942	0.481	0.1437	0.1355	0.002177	0.1564	1.46	0.1825	0.2018	0.4665	0.439	0.5966	0.6453	1.844	0.4684	0.08708	0.002224	0.3233	0.1412	0.2104	0.2372	0.000416	0.01384	0.03906	0.2774	0.7148	0.1728	0.1933	0.002257	0.222	2.138	0.1977	0.2926	0.6725	0.6287	0.8465	0.9299	2.622	0.6675	0.1235	0.002282	0.4622	0.2006	0.3097	0.3323
0.1989	0.4888	0.1452	0.1378	0.002172	0.16	1.472	0.1837	0.2027	0.4666	0.4377	0.5895	0.6517	1.853	0.4685	0.08919	0.002196	0.329	0.1433	0.2133	0.2382	0.000415	0.01526	0.04125	0.2842	0.7263	0.1746	0.1966	0.002252	0.2272	2.156	0.199	0.2939	0.6726	0.6265	0.8349	0.9395	2.635	0.6672	0.1266	0.002244	0.4702	0.2036	0.314	0.3337
0.1926	0.4784	0.1432	0.1348	0.002179	0.1553	1.456	0.1822	0.2015	0.467	0.4407	0.5962	0.6428	1.841	0.4684	0.0864	0.002228	0.3214	0.1405	0.2094	0.2369	0.000417	0.01339	0.03834	0.2752	0.7109	0.1721	0.1922	0.002259	0.2204	2.133	0.1973	0.2922	0.6733	0.631	0.846	0.9264	2.617	0.6672	0.1225	0.002311	0.4595	0.1996	0.3083	0.3318
0.1862	0.4674	0.1409	0.1315	0.002184	0.1504	1.439	0.1805	0.2003	0.4672	0.4447	0.5942	0.6314	1.828	0.4685	0.08349	0.002238	0.3136	0.1376	0.2053	0.2354	0.000414	0.01155	0.0354	0.266	0.6947	0.1695	0.1875	0.002264	0.2133	2.108	0.1954	0.2905	0.6735	0.6344	0.8448	0.9105	2.599	0.6673	0.1185	0.002335	0.4483	0.1954	0.3023	0.3299
